id,lighting,distance,side,rotation,trial,time,frame,subject,time2,frame2,x,y,saccade,tag,new_tag,filename
t21,Lr,D30,Sc00,Rc,01,1.csv,,Subject_ID,Time,Frame,X-coord,Y-coord,Saccade,Tag,new_Tag,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,0,t21_Lr_D30_Sc00_Rc_01_1,0.0,0.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,1,t21_Lr_D30_Sc00_Rc_01_1,0.0,1.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,2,t21_Lr_D30_Sc00_Rc_01_1,0.0,2.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,3,t21_Lr_D30_Sc00_Rc_01_1,0.0,3.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,4,t21_Lr_D30_Sc00_Rc_01_1,0.0,4.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,5,t21_Lr_D30_Sc00_Rc_01_1,0.0,5.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,6,t21_Lr_D30_Sc00_Rc_01_1,0.0,6.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,7,t21_Lr_D30_Sc00_Rc_01_1,0.0,7.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,8,t21_Lr_D30_Sc00_Rc_01_1,0.0,8.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,9,t21_Lr_D30_Sc00_Rc_01_1,0.0,9.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,10,t21_Lr_D30_Sc00_Rc_01_1,0.0,10.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,11,t21_Lr_D30_Sc00_Rc_01_1,0.0,11.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,12,t21_Lr_D30_Sc00_Rc_01_1,0.0,12.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,13,t21_Lr_D30_Sc00_Rc_01_1,0.0,13.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,14,t21_Lr_D30_Sc00_Rc_01_1,0.0,14.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,15,t21_Lr_D30_Sc00_Rc_01_1,0.0,15.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,16,t21_Lr_D30_Sc00_Rc_01_1,0.0,16.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,17,t21_Lr_D30_Sc00_Rc_01_1,0.0,17.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,18,t21_Lr_D30_Sc00_Rc_01_1,0.0,18.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,19,t21_Lr_D30_Sc00_Rc_01_1,0.0,19.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,20,t21_Lr_D30_Sc00_Rc_01_1,0.0,20.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,21,t21_Lr_D30_Sc00_Rc_01_1,0.0,21.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,22,t21_Lr_D30_Sc00_Rc_01_1,0.0,22.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,23,t21_Lr_D30_Sc00_Rc_01_1,0.0,23.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,24,t21_Lr_D30_Sc00_Rc_01_1,0.0,24.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
t21,Lr,D30,Sc00,Rc,01,1.csv,25,t21_Lr_D30_Sc00_Rc_01_1,0.0,25.0,427,203,0,looking,right,t21_Lr_D30_Sc00_Rc_01_1.csv
